# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  7.4124713479e-01  8.7244728174e-02  5.3916936654e-01  1.0254905627e-01
3  4.9724749093e-01  3.3798533129e-01  7.7615690245e-01  2.9384368034e-01
