# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  7.4361133681e-01  8.5524635681e-02  5.3645915483e-01  1.0083029523e-01
3  5.0028240522e-01  3.3502980317e-01  7.7366698269e-01  2.9286305143e-01
