# type  value  stat. err
v4_L  6.0020887720e-03  3.7780039532e-04
v4(Psi2)  1.7840445580e-03  4.6024055341e-04
rho_422  2.8491741234e-01  7.5089611035e-02
chi_422  9.5497210952e-01  2.2900564307e-01
v5_L  1.2166931534e-03  3.3529855989e-04
v5(Psi23)  6.0600017667e-04  2.1374542578e-04
rho_523  4.4583207223e-01  1.8287154980e-01
chi_523  9.7790512516e-01  3.3378300357e-01
v6_L  5.6632360892e-06  5.3080981738e-07
v6(Psi2)  3.0585910258e-05  1.8788453807e-04
v6(Psi3)  2.4239766530e-04  1.4288136513e-04
rho_6222  inf  inf
rho_633  inf  inf
chi_6222  2.7937729117e-01  1.7155065493e+00
chi_633  6.7759484531e-01  3.9231687434e-01
