# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  3.8028743724e-10  2.7531020875e-10
2  3.5770813261e-02  4.4352325387e-03  -1.6372509697e-06  8.1201271237e-07
3  1.2556757050e-02  5.0259100717e-03  -2.4860506130e-08  3.9802209329e-08
