#correlator  value  value_err
4(24)  3.72843e-01  7.60146e-02
6(23)  -7.31391e-02  1.79252e-01
6(26)  -2.84335e-03  1.40967e-01
6(36)  6.25278e-02  7.40802e-02
(235)  2.20289e-01  8.01397e-02
(246)  4.60984e-02  6.01352e-02
(234)  6.02636e-02  1.46321e-01
