# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  5.1521367574e-09  2.5577709449e-09
2  5.7260404719e-02  2.4837789752e-03  -1.0750227455e-05  1.8652462596e-06
3  0.0000000000e+00  0.0000000000e+00  4.6246194484e-08  4.3892287220e-08
