# type  value  stat. err
v4_L  1.7909785037e-03  5.2017405394e-04
v4(Psi2)  2.9416772900e-03  1.9834232787e-04
rho_422  8.5414795695e-01  7.7795841347e-02
chi_422  6.8671599220e-01  3.4549390782e-02
v5_L  1.0012354085e-03  2.2936386455e-04
v5(Psi23)  2.7570535149e-04  2.1162479202e-04
rho_523  2.6548377444e-01  2.1098649749e-01
chi_523  4.5849142944e-01  3.5013547057e-01
v6_L  4.4329629033e-06  2.8552320200e-07
v6(Psi2)  -3.2546284183e-05  9.8792423151e-05
v6(Psi3)  -1.0455435642e-05  9.8309668102e-05
rho_6222  -5.9272848346e-02  1.8213101914e-01
rho_633  -1.9041296626e-02  1.7927084585e-01
chi_6222  -9.4998220387e-02  2.8829940713e-01
chi_633  -4.9848330968e-02  4.6851330838e-01
