# type  value  stat. err
v4_L  3.5101798101e-03  9.1274143373e-04
v4(Psi2)  5.2237175652e-03  3.8501360776e-04
rho_422  8.3001322071e-01  8.0460336409e-02
chi_422  5.3384309427e-01  2.9265567023e-02
v5_L  2.2626342103e-03  2.5822936705e-04
v5(Psi23)  5.1066511186e-04  3.3149508853e-04
rho_523  2.2015737983e-01  1.4473415041e-01
chi_523  3.1946479083e-01  2.0528642622e-01
v6_L  9.5499664775e-06  7.4652288433e-07
v6(Psi2)  -1.6219248763e-04  1.8641397666e-04
v6(Psi3)  -7.5997132730e-05  1.7920410866e-04
rho_6222  -3.0890043469e-01  5.5356945968e-01
rho_633  -1.4473880806e-01  3.9508283994e-01
chi_6222  -1.3525380861e-01  1.5513384794e-01
chi_633  -1.1434847740e-01  2.6744792880e-01
