# type  value  stat. err
v4_L  2.2825802712e-03  6.2352855928e-04
v4(Psi2)  3.5974212536e-03  2.4698523198e-04
rho_422  8.4437174436e-01  7.7689723526e-02
chi_422  6.2164015249e-01  3.1811019599e-02
v5_L  1.4692095310e-03  2.1715234809e-04
v5(Psi23)  3.8058544324e-04  2.5109859144e-04
rho_523  2.5076413640e-01  1.6873253890e-01
chi_523  4.4910321016e-01  2.9409777329e-01
v6_L  5.4267846537e-06  3.9104354119e-07
v6(Psi2)  -1.1561291784e-04  1.1730687285e-04
v6(Psi3)  -8.7264445365e-06  1.1351688930e-04
rho_6222  -2.4828795736e-01  3.3585967479e-01
rho_633  -1.8740735287e-02  2.4436236075e-01
chi_6222  -2.1429219747e-01  2.1698205587e-01
chi_633  -2.8267503358e-02  3.6762873208e-01
