# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.0266909155e-02  1.4582119741e-02  1.0916353078e-02  1.6442824699e-02
SC_42  1.0283305423e-02  1.4604344926e-02  1.0933815598e-02  1.6468037052e-02
