# type  value  stat. err
v4_L  1.5683020937e-03  4.5265871635e-04
v4(Psi2)  1.6056237489e-03  2.7327114282e-04
rho_422  7.1537207422e-01  1.4527399276e-01
chi_422  1.2929630416e+00  1.9345906244e-01
v5_L  nan  nan
v5(Psi23)  2.2988715622e-04  2.3229544905e-04
rho_523  nan  nan
chi_523  2.0100746035e+00  2.0222164820e+00
v6_L  7.4395182276e-06  7.5748949034e-07
v6(Psi2)  -6.1438758791e-05  1.9158352111e-04
v6(Psi3)  1.0414605836e-04  2.3937465522e-04
rho_6222  -inf  inf
rho_633  inf  inf
chi_6222  -1.2649274484e+00  3.9414952112e+00
chi_633  4.4587574137e+00  1.0220238015e+01
