# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -9.7421651794e-03  1.6109346502e-02  -9.1600337193e-03  1.4103899384e-02
SC_42  -9.7450419897e-03  1.6114497221e-02  -9.1627341224e-03  1.4108412560e-02
