# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  9.9975362395e-03  2.3200171379e-03  -9.9901485994e-09  9.2732110814e-09
2  2.3944286828e-02  1.4932440656e-03  -3.2870599514e-07  8.1996725162e-08
3  0.0000000000e+00  0.0000000000e+00  4.2363136708e-11  6.7879811528e-11
