# type  value  stat. err
v4_L  2.9065257081e-03  7.3487771330e-04
v4(Psi2)  2.7242178584e-03  4.8704642840e-04
rho_422  6.8385428294e-01  1.4195418306e-01
chi_422  1.0823486448e+00  1.7260792983e-01
v5_L  nan  nan
v5(Psi23)  1.4668892123e-04  2.9113927453e-04
rho_523  nan  nan
chi_523  6.6449968741e-01  1.3173390878e+00
v6_L  1.3283046789e-05  1.4558479690e-06
v6(Psi2)  -1.7430584226e-04  3.1588253632e-04
v6(Psi3)  1.9800774694e-04  4.0713881374e-04
rho_6222  -inf  inf
rho_633  inf  inf
chi_6222  -1.2596772287e+00  2.2778922236e+00
chi_633  4.4896345969e+00  9.2044826540e+00
