# type  value  stat. err
v4_L  1.2114321036e-03  3.6203614624e-04
v4(Psi2)  1.1713949598e-03  2.0089671928e-04
rho_422  6.9512759372e-01  1.4973297930e-01
chi_422  1.3517591638e+00  2.0277328963e-01
v5_L  nan  nan
v5(Psi23)  3.1748695654e-04  1.8276854692e-04
rho_523  nan  nan
chi_523  3.8789040109e+00  2.1991809371e+00
v6_L  5.7691436959e-06  5.9577871766e-07
v6(Psi2)  -4.4333150316e-05  1.8280717402e-04
v6(Psi3)  5.7836408908e-05  1.9023909232e-04
rho_6222  -inf  inf
rho_633  inf  inf
chi_6222  -1.5446507508e+00  6.3664427574e+00
chi_633  3.2516362000e+00  1.0676478162e+01
