#correlator  value  value_err
4(24)  9.60049e-01  8.10053e-02
6(23)  -3.35377e-01  1.80178e-01
6(26)  6.70547e-01  1.65452e-01
6(36)  2.76551e-01  1.95543e-01
(235)  5.94901e-01  8.11887e-02
(246)  6.30490e-01  9.40600e-02
(234)  -6.35029e-01  2.11380e-01
