# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.4147466039e-02  2.5865931355e-02  -1.2901020193e-02  2.1291964079e-02
SC_42  -1.4166296846e-02  2.5905520083e-02  -1.2918119684e-02  2.1324616976e-02
