# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.6960504673e-06  7.2805143971e-07
2  2.5993552223e-02  1.2091752513e-02  -4.5652286411e-07  8.4946627409e-07
3  0.0000000000e+00  0.0000000000e+00  8.8801228194e-09  4.5250481081e-09
