# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.2815888147e+02  5.9617350848e+03  5.7374728155e-01  2.7385633615e+01
SC_42  -1.2819144240e+02  5.9632551842e+03  5.7601679457e-01  2.7480779384e+01
