# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  6.4407371213e-03  6.0816606275e-04  -1.7208471431e-09  6.4996338889e-10
2  1.8615578441e-02  5.3253305921e-03  -1.2008980574e-07  1.3741564214e-07
3  0.0000000000e+00  0.0000000000e+00  5.9609210663e-09  3.3163217057e-08
