# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  8.4261620186e-01  7.2772188293e-02  4.1160061649e-01  1.0288959811e-01
2  6.4139430795e-01  1.6712416675e-01  6.4540254090e-01  1.6906456775e-01
3  1.4686426990e-01  1.2944673074e+00  3.6399689697e-01  2.9792354892e+00
